"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","query"
"x74576368","x1277316716595470337",2020-06-28 19:03:31,"BlackIsTheNewAu","@cheslie40670812 @FrankDangelo23 @realDonaldTrump ""A number of companies have thrived after emerging from bankruptcy, including General Motors, Chrysler, Marvel Entertainment, Six Flags, Texaco, and Sbarro.""

https://t.co/c6M4tLGbMH","Twitter Web App",182,"x1277314247622627329","x1177616085195120642","cheslie40670812",FALSE,FALSE,0,0,,,,,"investopedia.com/articles/stock…","https://t.co/c6M4tLGbMH","https://www.investopedia.com/articles/stocks/06/bankruptcy.asp",,,,,,,,,"x1177616085195120642 x235182274 x25073877","cheslie40670812 FrankDangelo23 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BlackIsTheNewAu/status/1277316716595470337","El Rey Dorado","The New World","Someday we will find
The Cities of Gold
#opSKYNET 
#NotYourShield 
#GAmErGAtE 
لا اله الا الله",,FALSE,310,340,10,9105,5909,2009-09-15 22:32:01,FALSE,,,,"https://pbs.twimg.com/profile_banners/74576368/1446850592","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/662766209323003904/BWXkNq6r_normal.jpg","general motors"
"x831632194133069825","x1277314327457017857",2020-06-28 18:54:01,"CadillacRegina","General Motors has once again teased the future Cadillac Lyriq EV ahead of the battery-electric crossover’s official debut on August 6th. 😮

Read more on GM Authority's website 👇

https://t.co/TZnkauUXva https://t.co/rzAEvuz3Gk","Sprout Social",203,,,,FALSE,FALSE,0,0,,,,,"bit.ly/386ouAm","https://t.co/TZnkauUXva","https://bit.ly/386ouAm","http://pbs.twimg.com/media/EbnunGgXgAAKbCV.jpg","https://t.co/rzAEvuz3Gk","https://twitter.com/CadillacRegina/status/1277314327457017857/photo/1","photo","http://pbs.twimg.com/media/EbnunGgXgAAKbCV.jpg","https://t.co/rzAEvuz3Gk","https://twitter.com/CadillacRegina/status/1277314327457017857/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CadillacRegina/status/1277314327457017857","Capital Cadillac","Regina, Saskatchewan","Capital Cadillac is your premier, exclusive Cadillac dealer and service provider in Regina, Saskatchewan.","https://t.co/uKwiEKed52",FALSE,50,27,1,310,26,2017-02-14 22:32:20,FALSE,"https://t.co/uKwiEKed52","http://capitalcadillac.ca",,"https://pbs.twimg.com/profile_banners/831632194133069825/1487969009","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/835228587057790976/s3IndHln_normal.jpg","general motors"
"x1815971","x1277310360756903939",2020-06-28 18:38:15,"JeffreyGSmith","Off-road warrior: GM arm to build Army vehicle based on Chevy Colorado https://t.co/dVPBj2bMMP via @detroitnews","Twitter Web App",111,,,,FALSE,FALSE,0,0,,,,,"detroitnews.com/story/business…","https://t.co/dVPBj2bMMP","https://www.detroitnews.com/story/business/autos/general-motors/2020/06/28/off-road-warrior-army-build-new-vehicle-based-chevy-colorado/3274323001/",,,,,,,,,"x16543775","detroitnews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JeffreyGSmith/status/1277310360756903939","Jeff Smith","Rochester Hills, Michigan USA","Dad. Grandfather. Husband. Friend. Michigan State Spartan for Life.",,FALSE,1411,5001,57,38972,8514,2007-03-22 00:12:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/1815971/1548187331","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1567979300/jeff_fb_profile_pic_emils_2007_normal.jpg","general motors"
"x175790381","x1277300222927032323",2020-06-28 17:57:58,"DeaconGuwop","@dri_tolbert @Mhm_Right All that shit General Motors foreal they make the same car for different times with different logos for niggas preferred brand lol","Twitter for iPhone",130,"x1277294602408660995","x95776253","dri_tolbert",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x95776253 x344424293","dri_tolbert Mhm_Right","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DeaconGuwop/status/1277300222927032323","6 shot wop 👌🏾","Virginia, USA","Made stupid decisions but now I'm stupid paid so I say fuck it 🤷🏾‍♂️ #VSUAlumnus🔸",,FALSE,1147,1120,3,40731,7083,2010-08-07 16:34:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/175790381/1513494941","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1270136568758534144/5FnhHxQ5_normal.jpg","general motors"
"x367139934","x1277298238714974210",2020-06-28 17:50:05,"richpirrotta","#FreightVerify recognized with prestigious #Overdrive #Award from #General #Motors for driving exceptional business results https://t.co/RPQpTL6Zim #supplychain #wg91","OneUp App",166,,,,FALSE,FALSE,0,1,,,"FreightVerify Overdrive Award General Motors supplychain wg91",,"just-auto.com/news/gm-recogn…","https://t.co/RPQpTL6Zim","https://www.just-auto.com/news/gm-recognises-suppliers_id196327.aspx",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/richpirrotta/status/1277298238714974210","Rich Pirrotta","Detroit, MI","CRO at FreightVerify.  Key Leader in Tech, Sales, Finance, Mfg, Ops, Transformational Change. Public speaker and facilitator. Views expressed are my own #wg91","https://t.co/11YT53r8FN",FALSE,836,1560,68,2996,53,2011-09-03 13:10:13,FALSE,"https://t.co/11YT53r8FN","http://richpirrotta.com",,"https://pbs.twimg.com/profile_banners/367139934/1362567534","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/717754771583664128/EG-BXmJW_normal.jpg","general motors"
"x16543775","x1277288163187273737",2020-06-28 17:10:03,"detroitnews","GM Defense said the vehicle is equipped to carry a nine-soldier infantry squad throughout the battlefield, light enough to be loaded from a UH-60 Blackhawk helicopter and compact enough to fit inside a CH-47 Chinook helicopter.https://t.co/JGZPpDtws6","TweetDeck",250,,,,FALSE,FALSE,1,1,,,,,"bit.ly/2AauMlS","https://t.co/JGZPpDtws6","https://bit.ly/2AauMlS",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/detroitnews/status/1277288163187273737","The Detroit News","Detroit,MI USA","Detroit's best source for news and information. You can reach The Detroit News at online(at)detroitnews(dot)com.","https://t.co/URpFYPT1hk",FALSE,297417,2568,3153,259527,1848,2008-10-01 13:36:49,TRUE,"https://t.co/URpFYPT1hk","http://detroitnews.com",,"https://pbs.twimg.com/profile_banners/16543775/1592499404","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/981011647232913408/Bl527Sxn_normal.jpg","general motors"
"x16543775","x1276618144380051456",2020-06-26 20:47:38,"detroitnews","GM appeals judge order for Mary Barra, Mike Manley to settle racketeering suit against FCA. https://t.co/k9XXQt8UrI https://t.co/agSkgugJf3","TweetDeck",115,,,,FALSE,FALSE,0,0,,,,,"bit.ly/2A605OH","https://t.co/k9XXQt8UrI","https://bit.ly/2A605OH","http://pbs.twimg.com/media/Ebd1bLcWsAANjkD.jpg","https://t.co/agSkgugJf3","https://twitter.com/detroitnews/status/1276618144380051456/photo/1","photo","http://pbs.twimg.com/media/Ebd1bLcWsAANjkD.jpg http://pbs.twimg.com/media/Ebd1bqPU0AES4Nu.jpg","https://t.co/agSkgugJf3 https://t.co/agSkgugJf3","https://twitter.com/detroitnews/status/1276618144380051456/photo/1 https://twitter.com/detroitnews/status/1276618144380051456/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/detroitnews/status/1276618144380051456","The Detroit News","Detroit,MI USA","Detroit's best source for news and information. You can reach The Detroit News at online(at)detroitnews(dot)com.","https://t.co/URpFYPT1hk",FALSE,297417,2568,3153,259527,1848,2008-10-01 13:36:49,TRUE,"https://t.co/URpFYPT1hk","http://detroitnews.com",,"https://pbs.twimg.com/profile_banners/16543775/1592499404","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/981011647232913408/Bl527Sxn_normal.jpg","general motors"
"x1672120591","x1277282733899874306",2020-06-28 16:48:29,"JorelLaraKalel","General Motors unit wins $214 million Army order $GM @gm https://t.co/y213HBuWqF","StockTwits Web",80,,,,FALSE,FALSE,0,0,,,,"GM","bit.ly/2NDYTp2","https://t.co/y213HBuWqF","https://bit.ly/2NDYTp2",,,,,,,,,"x10850192","GM","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JorelLaraKalel/status/1277282733899874306","Clark Joseph Kent","San Diego, CA","Marvel, DC, Pixar, Disney, SD Comic-Con, Superman, Stocks, Options","https://t.co/diKZDOlU8G",FALSE,4432,930,150,52163,3755,2013-08-15 03:20:37,FALSE,"https://t.co/diKZDOlU8G","http://www.twinstalkstocks.com",,"https://pbs.twimg.com/profile_banners/1672120591/1398406294","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/459575613754310656/qtxdENZ4_normal.jpeg","general motors"
"x15296897","x1277269002142674947",2020-06-28 15:53:55,"MarketCurrents","$GM - General Motors unit wins $214 million Army order https://t.co/skwR1r0VK9","SANewsTwitter",78,,,,FALSE,FALSE,5,1,,,,"GM","seekingalpha.com/news/3586732-g…","https://t.co/skwR1r0VK9","https://seekingalpha.com/news/3586732-general-motors-unit-wins-214-million-army-order?source=feed_f&utm_campaign=twitter_automated&utm_content=news&utm_medium=social&utm_source=twitter_automated",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MarketCurrents/status/1277269002142674947","Breaking News","New York","Real-time stock market news from Seeking Alpha.","https://t.co/dPXUavev4l",FALSE,51416,1,1719,777645,3,2008-07-02 10:38:58,FALSE,"https://t.co/dPXUavev4l","https://bit.ly/2TWf7gZ",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/562235643225309184/BbO5bjbH_normal.png","general motors"
"x248201697","x1277258734222430208",2020-06-28 15:13:07,"chadbinder","“This kid here just saved General Motors a million dollars, and the only thing wrong was a damn tool.” https://t.co/0EgEPBSpQ0","Twitter for iPhone",102,,,,TRUE,FALSE,0,0,,,,,"twitter.com/johndstoll/sta…","https://t.co/0EgEPBSpQ0","https://twitter.com/johndstoll/status/1274005504419921923",,,,,,,,,,,"en","x1274005504419921923","I don't remember writing a story before quite like my column on Tom Kimble's career - one of the first black professionals recruited from a HBCU at GM. My interview w/ him moved me and challenged me to ask uncomfortable questions. He sparked culture change https://t.co/SIyW7I0Pjb",2020-06-19 15:45:56,"Twitter Web App",86,20,"x57734560","johndstoll","john d stoll",5473,954,10616,"Detroit 248 229 1327","writer",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chadbinder/status/1277258734222430208","Chad Binder","San Antonio, TX","Raised on IA farm, History (NU), US Navy (SWO), Biz (UTAustin), selling cars in S.A. since 2000 (@northparklinc), trying to raise 2 good kids!","https://t.co/XvhlS1DbhU",FALSE,171,1262,7,4631,3359,2011-02-06 13:43:20,FALSE,"https://t.co/XvhlS1DbhU","http://www.nplincoln.com",,"https://pbs.twimg.com/profile_banners/248201697/1361713681","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/860917353864933376/SaqF_jAF_normal.jpg","general motors"
